residue,method,d,a,b
3115,formula_3_mod_4,,,
3116,formula_even,,,
3117,formula_divisible_by_3,,,
3118,formula_even,,,
3119,formula_3_mod_4,,,
3120,formula_even,,,
3121,general_key_d_15,15,4,56
3122,formula_even,,,
3123,formula_divisible_by_3,,,
3124,formula_even,,,
3125,general_key_d_3,3,4,8
3126,formula_even,,,
3127,formula_3_mod_4,,,
3128,formula_even,,,
3129,formula_divisible_by_3,,,
3130,formula_even,,,
3131,formula_3_mod_4,,,
3132,formula_even,,,
3133,general_key_d_3,3,4,8
3134,formula_even,,,
3135,formula_divisible_by_3,,,
3136,formula_even,,,
3137,general_key_d_7,7,4,24
3138,formula_even,,,
3139,formula_3_mod_4,,,
3140,formula_even,,,
3141,formula_divisible_by_3,,,
3142,formula_even,,,
3143,formula_3_mod_4,,,
3144,formula_even,,,
3145,general_key_d_3,3,2,10
3146,formula_even,,,
3147,formula_divisible_by_3,,,
3148,formula_even,,,
3149,general_key_d_3,3,4,8
3150,formula_even,,,
3151,formula_3_mod_4,,,
3152,formula_even,,,
3153,formula_divisible_by_3,,,
3154,formula_even,,,
3155,formula_3_mod_4,,,
3156,formula_even,,,
3157,general_key_d_3,3,4,8
3158,formula_even,,,
3159,formula_divisible_by_3,,,
3160,formula_even,,,
3161,general_key_d_7,7,4,24
3162,formula_even,,,
3163,formula_3_mod_4,,,
3164,formula_even,,,
3165,formula_divisible_by_3,,,
3166,formula_even,,,
3167,formula_3_mod_4,,,
3168,formula_even,,,
3169,general_key_d_23,23,8,84
3170,formula_even,,,
3171,formula_divisible_by_3,,,
3172,formula_even,,,
3173,general_key_d_3,3,4,8
3174,formula_even,,,
3175,formula_3_mod_4,,,
3176,formula_even,,,
3177,formula_divisible_by_3,,,
3178,formula_even,,,
3179,formula_3_mod_4,,,
3180,formula_even,,,
3181,general_key_d_3,3,4,8
3182,formula_even,,,
3183,formula_divisible_by_3,,,
3184,formula_even,,,
3185,general_key_d_7,7,4,24
3186,formula_even,,,
3187,formula_3_mod_4,,,
3188,formula_even,,,
3189,formula_divisible_by_3,,,
3190,formula_even,,,
3191,formula_3_mod_4,,,
3192,formula_even,,,
3193,general_key_d_7,7,8,20
3194,formula_even,,,
3195,formula_divisible_by_3,,,
3196,formula_even,,,
3197,general_key_d_3,3,4,8
3198,formula_even,,,
3199,formula_3_mod_4,,,
3200,formula_even,,,
3201,formula_divisible_by_3,,,
3202,formula_even,,,
3203,formula_3_mod_4,,,
3204,formula_even,,,
3205,general_key_d_3,3,4,8
3206,formula_even,,,
3207,formula_divisible_by_3,,,
3208,formula_even,,,
3209,general_key_d_7,7,4,24
3210,formula_even,,,
3211,formula_3_mod_4,,,
3212,formula_even,,,
3213,formula_divisible_by_3,,,
3214,formula_even,,,
3215,formula_3_mod_4,,,
3216,formula_even,,,
3217,general_key_d_3,3,2,10
3218,formula_even,,,
3219,formula_divisible_by_3,,,
3220,formula_even,,,
3221,general_key_d_3,3,4,8
3222,formula_even,,,
3223,formula_3_mod_4,,,
3224,formula_even,,,
3225,formula_divisible_by_3,,,
3226,formula_even,,,
3227,formula_3_mod_4,,,
3228,formula_even,,,
3229,general_key_d_3,3,4,8
3230,formula_even,,,
3231,formula_divisible_by_3,,,
3232,formula_even,,,
3233,general_key_d_7,7,4,24
3234,formula_even,,,
3235,formula_3_mod_4,,,
3236,formula_even,,,
3237,formula_divisible_by_3,,,
3238,formula_even,,,
3239,formula_3_mod_4,,,
3240,formula_even,,,
3241,general_key_d_11,11,2,42
3242,formula_even,,,
3243,formula_divisible_by_3,,,
3244,formula_even,,,
3245,general_key_d_3,3,4,8
3246,formula_even,,,
3247,formula_3_mod_4,,,
3248,formula_even,,,
3249,formula_divisible_by_3,,,
3250,formula_even,,,
3251,formula_3_mod_4,,,
3252,formula_even,,,
3253,general_key_d_3,3,4,8
3254,formula_even,,,
3255,formula_divisible_by_3,,,
3256,formula_even,,,
3257,general_key_d_7,7,4,24
3258,formula_even,,,
3259,formula_3_mod_4,,,
3260,formula_even,,,
3261,formula_divisible_by_3,,,
3262,formula_even,,,
3263,formula_3_mod_4,,,
3264,formula_even,,,
3265,general_key_d_3,3,2,10
3266,formula_even,,,
3267,formula_divisible_by_3,,,
3268,formula_even,,,
3269,general_key_d_3,3,4,8
3270,formula_even,,,
3271,formula_3_mod_4,,,
3272,formula_even,,,
3273,formula_divisible_by_3,,,
3274,formula_even,,,
3275,formula_3_mod_4,,,
3276,formula_even,,,
3277,general_key_d_3,3,4,8
3278,formula_even,,,
3279,formula_divisible_by_3,,,
3280,formula_even,,,
3281,general_key_d_7,7,4,24
3282,formula_even,,,
3283,formula_3_mod_4,,,
3284,formula_even,,,
3285,formula_divisible_by_3,,,
3286,formula_even,,,
3287,formula_3_mod_4,,,
3288,formula_even,,,
3289,general_key_d_15,15,4,56
3290,formula_even,,,
3291,formula_divisible_by_3,,,
3292,formula_even,,,
3293,general_key_d_3,3,4,8
3294,formula_even,,,
3295,formula_3_mod_4,,,
3296,formula_even,,,
3297,formula_divisible_by_3,,,
3298,formula_even,,,
3299,formula_3_mod_4,,,
3300,formula_even,,,
3301,general_key_d_3,3,4,8
3302,formula_even,,,
3303,formula_divisible_by_3,,,
3304,formula_even,,,
3305,general_key_d_7,7,4,24
3306,formula_even,,,
3307,formula_3_mod_4,,,
3308,formula_even,,,
3309,formula_divisible_by_3,,,
3310,formula_even,,,
3311,formula_3_mod_4,,,
3312,formula_even,,,
3313,general_key_d_7,7,8,20
3314,formula_even,,,
3315,formula_divisible_by_3,,,
3316,formula_even,,,
3317,general_key_d_3,3,4,8
3318,formula_even,,,
3319,formula_3_mod_4,,,
3320,formula_even,,,
3321,formula_divisible_by_3,,,
3322,formula_even,,,
3323,formula_3_mod_4,,,
3324,formula_even,,,
3325,general_key_d_3,3,4,8
3326,formula_even,,,
3327,formula_divisible_by_3,,,
3328,formula_even,,,
3329,general_key_d_7,7,4,24
3330,formula_even,,,
3331,formula_3_mod_4,,,
3332,formula_even,,,
3333,formula_divisible_by_3,,,
3334,formula_even,,,
3335,formula_3_mod_4,,,
3336,formula_even,,,
3337,general_key_d_3,3,2,10
3338,formula_even,,,
3339,formula_divisible_by_3,,,
3340,formula_even,,,
3341,general_key_d_3,3,4,8
3342,formula_even,,,
3343,formula_3_mod_4,,,
3344,formula_even,,,
3345,formula_divisible_by_3,,,
3346,formula_even,,,
3347,formula_3_mod_4,,,
3348,formula_even,,,
3349,general_key_d_3,3,4,8
3350,formula_even,,,
3351,formula_divisible_by_3,,,
3352,formula_even,,,
3353,general_key_d_7,7,4,24
3354,formula_even,,,
3355,formula_3_mod_4,,,
3356,formula_even,,,
3357,formula_divisible_by_3,,,
3358,formula_even,,,
3359,formula_3_mod_4,,,
3360,formula_even,,,
3361,uncovered,,,
3362,formula_even,,,
3363,formula_divisible_by_3,,,
3364,formula_even,,,
3365,general_key_d_3,3,4,8
3366,formula_even,,,
3367,formula_3_mod_4,,,
3368,formula_even,,,
3369,formula_divisible_by_3,,,
3370,formula_even,,,
3371,formula_3_mod_4,,,
3372,formula_even,,,
3373,general_key_d_3,3,4,8
3374,formula_even,,,
3375,formula_divisible_by_3,,,
3376,formula_even,,,
3377,general_key_d_7,7,4,24
3378,formula_even,,,
3379,formula_3_mod_4,,,
3380,formula_even,,,
3381,formula_divisible_by_3,,,
3382,formula_even,,,
3383,formula_3_mod_4,,,
3384,formula_even,,,
3385,general_key_d_3,3,2,10
3386,formula_even,,,
3387,formula_divisible_by_3,,,
3388,formula_even,,,
3389,general_key_d_3,3,4,8
3390,formula_even,,,
3391,formula_3_mod_4,,,
3392,formula_even,,,
3393,formula_divisible_by_3,,,
3394,formula_even,,,
3395,formula_3_mod_4,,,
3396,formula_even,,,
3397,general_key_d_3,3,4,8
3398,formula_even,,,
3399,formula_divisible_by_3,,,
3400,formula_even,,,
3401,general_key_d_7,7,4,24
3402,formula_even,,,
3403,formula_3_mod_4,,,
3404,formula_even,,,
3405,formula_divisible_by_3,,,
3406,formula_even,,,
3407,formula_3_mod_4,,,
3408,formula_even,,,
3409,general_key_d_11,11,2,42
3410,formula_even,,,
3411,formula_divisible_by_3,,,
3412,formula_even,,,
3413,general_key_d_3,3,4,8
3414,formula_even,,,
3415,formula_3_mod_4,,,
3416,formula_even,,,
3417,formula_divisible_by_3,,,
3418,formula_even,,,
3419,formula_3_mod_4,,,
3420,formula_even,,,
3421,general_key_d_3,3,4,8
3422,formula_even,,,
3423,formula_divisible_by_3,,,
3424,formula_even,,,
3425,general_key_d_7,7,4,24
3426,formula_even,,,
3427,formula_3_mod_4,,,
3428,formula_even,,,
3429,formula_divisible_by_3,,,
3430,formula_even,,,
3431,formula_3_mod_4,,,
3432,formula_even,,,
3433,general_key_d_7,7,8,20
3434,formula_even,,,
3435,formula_divisible_by_3,,,
3436,formula_even,,,
3437,general_key_d_3,3,4,8
3438,formula_even,,,
3439,formula_3_mod_4,,,
3440,formula_even,,,
3441,formula_divisible_by_3,,,
3442,formula_even,,,
3443,formula_3_mod_4,,,
3444,formula_even,,,
3445,general_key_d_3,3,4,8
3446,formula_even,,,
3447,formula_divisible_by_3,,,
3448,formula_even,,,
3449,general_key_d_7,7,4,24
3450,formula_even,,,
3451,formula_3_mod_4,,,
3452,formula_even,,,
3453,formula_divisible_by_3,,,
3454,formula_even,,,
3455,formula_3_mod_4,,,
3456,formula_even,,,
3457,general_key_d_3,3,2,10
3458,formula_even,,,
3459,formula_divisible_by_3,,,
3460,formula_even,,,
3461,general_key_d_3,3,4,8
3462,formula_even,,,
3463,formula_3_mod_4,,,
3464,formula_even,,,
3465,formula_divisible_by_3,,,
3466,formula_even,,,
3467,formula_3_mod_4,,,
3468,formula_even,,,
3469,general_key_d_3,3,4,8
3470,formula_even,,,
3471,formula_divisible_by_3,,,
3472,formula_even,,,
3473,general_key_d_7,7,4,24
3474,formula_even,,,
3475,formula_3_mod_4,,,
3476,formula_even,,,
3477,formula_divisible_by_3,,,
3478,formula_even,,,
3479,formula_3_mod_4,,,
3480,formula_even,,,
3481,uncovered,,,
3482,formula_even,,,
3483,formula_divisible_by_3,,,
3484,formula_even,,,
3485,general_key_d_3,3,4,8
3486,formula_even,,,
3487,formula_3_mod_4,,,
3488,formula_even,,,
3489,formula_divisible_by_3,,,
3490,formula_even,,,
3491,formula_3_mod_4,,,
3492,formula_even,,,
3493,general_key_d_3,3,4,8
3494,formula_even,,,
3495,formula_divisible_by_3,,,
3496,formula_even,,,
3497,general_key_d_7,7,4,24
3498,formula_even,,,
3499,formula_3_mod_4,,,
3500,formula_even,,,
3501,formula_divisible_by_3,,,
3502,formula_even,,,
3503,formula_3_mod_4,,,
3504,formula_even,,,
3505,general_key_d_3,3,2,10
3506,formula_even,,,
3507,formula_divisible_by_3,,,
3508,formula_even,,,
3509,general_key_d_3,3,4,8
3510,formula_even,,,
3511,formula_3_mod_4,,,
3512,formula_even,,,
3513,formula_divisible_by_3,,,
3514,formula_even,,,
3515,formula_3_mod_4,,,
3516,formula_even,,,
3517,general_key_d_3,3,4,8
3518,formula_even,,,
3519,formula_divisible_by_3,,,
3520,formula_even,,,
3521,general_key_d_7,7,4,24
3522,formula_even,,,
3523,formula_3_mod_4,,,
3524,formula_even,,,
3525,formula_divisible_by_3,,,
3526,formula_even,,,
3527,formula_3_mod_4,,,
3528,formula_even,,,
3529,uncovered,,,
3530,formula_even,,,
3531,formula_divisible_by_3,,,
3532,formula_even,,,
3533,general_key_d_3,3,4,8
3534,formula_even,,,
3535,formula_3_mod_4,,,
3536,formula_even,,,
3537,formula_divisible_by_3,,,
3538,formula_even,,,
3539,formula_3_mod_4,,,
3540,formula_even,,,
3541,general_key_d_3,3,4,8
3542,formula_even,,,
3543,formula_divisible_by_3,,,
3544,formula_even,,,
3545,general_key_d_7,7,4,24
3546,formula_even,,,
3547,formula_3_mod_4,,,
3548,formula_even,,,
3549,formula_divisible_by_3,,,
3550,formula_even,,,
3551,formula_3_mod_4,,,
3552,formula_even,,,
3553,general_key_d_7,7,8,20
3554,formula_even,,,
3555,formula_divisible_by_3,,,
3556,formula_even,,,
3557,general_key_d_3,3,4,8
3558,formula_even,,,
3559,formula_3_mod_4,,,
3560,formula_even,,,
3561,formula_divisible_by_3,,,
3562,formula_even,,,
3563,formula_3_mod_4,,,
3564,formula_even,,,
3565,general_key_d_3,3,4,8
3566,formula_even,,,
3567,formula_divisible_by_3,,,
3568,formula_even,,,
3569,general_key_d_7,7,4,24
3570,formula_even,,,
3571,formula_3_mod_4,,,
3572,formula_even,,,
3573,formula_divisible_by_3,,,
3574,formula_even,,,
3575,formula_3_mod_4,,,
3576,formula_even,,,
3577,general_key_d_3,3,2,10
3578,formula_even,,,
3579,formula_divisible_by_3,,,
3580,formula_even,,,
3581,general_key_d_3,3,4,8
3582,formula_even,,,
3583,formula_3_mod_4,,,
3584,formula_even,,,
3585,formula_divisible_by_3,,,
3586,formula_even,,,
3587,formula_3_mod_4,,,
3588,formula_even,,,
3589,general_key_d_3,3,4,8
3590,formula_even,,,
3591,formula_divisible_by_3,,,
3592,formula_even,,,
3593,general_key_d_7,7,4,24
3594,formula_even,,,
3595,formula_3_mod_4,,,
3596,formula_even,,,
3597,formula_divisible_by_3,,,
3598,formula_even,,,
3599,formula_3_mod_4,,,
3600,formula_even,,,
3601,general_key_d_11,11,2,42
3602,formula_even,,,
3603,formula_divisible_by_3,,,
3604,formula_even,,,
3605,general_key_d_3,3,4,8
3606,formula_even,,,
3607,formula_3_mod_4,,,
3608,formula_even,,,
3609,formula_divisible_by_3,,,
3610,formula_even,,,
3611,formula_3_mod_4,,,
3612,formula_even,,,
3613,general_key_d_3,3,4,8
3614,formula_even,,,
3615,formula_divisible_by_3,,,
3616,formula_even,,,
3617,general_key_d_7,7,4,24
3618,formula_even,,,
3619,formula_3_mod_4,,,
3620,formula_even,,,
3621,formula_divisible_by_3,,,
3622,formula_even,,,
3623,formula_3_mod_4,,,
3624,formula_even,,,
3625,general_key_d_3,3,2,10
3626,formula_even,,,
3627,formula_divisible_by_3,,,
3628,formula_even,,,
3629,general_key_d_3,3,4,8
3630,formula_even,,,
3631,formula_3_mod_4,,,
3632,formula_even,,,
3633,formula_divisible_by_3,,,
3634,formula_even,,,
3635,formula_3_mod_4,,,
3636,formula_even,,,
3637,general_key_d_3,3,4,8
3638,formula_even,,,
3639,formula_divisible_by_3,,,
3640,formula_even,,,
3641,general_key_d_7,7,4,24
3642,formula_even,,,
3643,formula_3_mod_4,,,
3644,formula_even,,,
3645,formula_divisible_by_3,,,
3646,formula_even,,,
3647,formula_3_mod_4,,,
3648,formula_even,,,
3649,uncovered,,,
3650,formula_even,,,
3651,formula_divisible_by_3,,,
3652,formula_even,,,
3653,general_key_d_3,3,4,8
3654,formula_even,,,
3655,formula_3_mod_4,,,
3656,formula_even,,,
3657,formula_divisible_by_3,,,
3658,formula_even,,,
3659,formula_3_mod_4,,,
3660,formula_even,,,
3661,general_key_d_3,3,4,8
3662,formula_even,,,
3663,formula_divisible_by_3,,,
3664,formula_even,,,
3665,general_key_d_7,7,4,24
3666,formula_even,,,
3667,formula_3_mod_4,,,
3668,formula_even,,,
3669,formula_divisible_by_3,,,
3670,formula_even,,,
3671,formula_3_mod_4,,,
3672,formula_even,,,
3673,general_key_d_7,7,8,20
3674,formula_even,,,
3675,formula_divisible_by_3,,,
3676,formula_even,,,
3677,general_key_d_3,3,4,8
3678,formula_even,,,
3679,formula_3_mod_4,,,
3680,formula_even,,,
3681,formula_divisible_by_3,,,
3682,formula_even,,,
3683,formula_3_mod_4,,,
3684,formula_even,,,
3685,general_key_d_3,3,4,8
3686,formula_even,,,
3687,formula_divisible_by_3,,,
3688,formula_even,,,
3689,general_key_d_7,7,4,24
3690,formula_even,,,
3691,formula_3_mod_4,,,
3692,formula_even,,,
3693,formula_divisible_by_3,,,
3694,formula_even,,,
3695,formula_3_mod_4,,,
3696,formula_even,,,
3697,general_key_d_3,3,2,10
3698,formula_even,,,
3699,formula_divisible_by_3,,,
3700,formula_even,,,
3701,general_key_d_3,3,4,8
3702,formula_even,,,
3703,formula_3_mod_4,,,
3704,formula_even,,,
3705,formula_divisible_by_3,,,
3706,formula_even,,,
3707,formula_3_mod_4,,,
3708,formula_even,,,
3709,general_key_d_3,3,4,8
3710,formula_even,,,
3711,formula_divisible_by_3,,,
3712,formula_even,,,
3713,general_key_d_7,7,4,24
3714,formula_even,,,
3715,formula_3_mod_4,,,
3716,formula_even,,,
3717,formula_divisible_by_3,,,
3718,formula_even,,,
3719,formula_3_mod_4,,,
3720,formula_even,,,
3721,uncovered,,,
3722,formula_even,,,
3723,formula_divisible_by_3,,,
3724,formula_even,,,
3725,general_key_d_3,3,4,8
3726,formula_even,,,
3727,formula_3_mod_4,,,
3728,formula_even,,,
3729,formula_divisible_by_3,,,
3730,formula_even,,,
3731,formula_3_mod_4,,,
3732,formula_even,,,
3733,general_key_d_3,3,4,8
3734,formula_even,,,
3735,formula_divisible_by_3,,,
3736,formula_even,,,
3737,general_key_d_7,7,4,24
3738,formula_even,,,
3739,formula_3_mod_4,,,
3740,formula_even,,,
3741,formula_divisible_by_3,,,
3742,formula_even,,,
3743,formula_3_mod_4,,,
3744,formula_even,,,
3745,general_key_d_3,3,2,10
3746,formula_even,,,
3747,formula_divisible_by_3,,,
3748,formula_even,,,
3749,general_key_d_3,3,4,8
3750,formula_even,,,
3751,formula_3_mod_4,,,
3752,formula_even,,,
3753,formula_divisible_by_3,,,
3754,formula_even,,,
3755,formula_3_mod_4,,,
3756,formula_even,,,
3757,general_key_d_3,3,4,8
3758,formula_even,,,
3759,formula_divisible_by_3,,,
3760,formula_even,,,
3761,general_key_d_7,7,4,24
3762,formula_even,,,
3763,formula_3_mod_4,,,
3764,formula_even,,,
3765,formula_divisible_by_3,,,
3766,formula_even,,,
3767,formula_3_mod_4,,,
3768,formula_even,,,
3769,general_key_d_11,11,2,42
3770,formula_even,,,
3771,formula_divisible_by_3,,,
3772,formula_even,,,
3773,general_key_d_3,3,4,8
3774,formula_even,,,
3775,formula_3_mod_4,,,
3776,formula_even,,,
3777,formula_divisible_by_3,,,
3778,formula_even,,,
3779,formula_3_mod_4,,,
3780,formula_even,,,
3781,general_key_d_3,3,4,8
3782,formula_even,,,
3783,formula_divisible_by_3,,,
3784,formula_even,,,
3785,general_key_d_7,7,4,24
3786,formula_even,,,
3787,formula_3_mod_4,,,
3788,formula_even,,,
3789,formula_divisible_by_3,,,
3790,formula_even,,,
3791,formula_3_mod_4,,,
3792,formula_even,,,
3793,general_key_d_7,7,8,20
3794,formula_even,,,
3795,formula_divisible_by_3,,,
3796,formula_even,,,
3797,general_key_d_3,3,4,8
3798,formula_even,,,
3799,formula_3_mod_4,,,
3800,formula_even,,,
3801,formula_divisible_by_3,,,
3802,formula_even,,,
3803,formula_3_mod_4,,,
3804,formula_even,,,
3805,general_key_d_3,3,4,8
3806,formula_even,,,
3807,formula_divisible_by_3,,,
3808,formula_even,,,
3809,general_key_d_7,7,4,24
3810,formula_even,,,
3811,formula_3_mod_4,,,
3812,formula_even,,,
3813,formula_divisible_by_3,,,
3814,formula_even,,,
3815,formula_3_mod_4,,,
3816,formula_even,,,
3817,general_key_d_3,3,2,10
3818,formula_even,,,
3819,formula_divisible_by_3,,,
3820,formula_even,,,
3821,general_key_d_3,3,4,8
3822,formula_even,,,
3823,formula_3_mod_4,,,
3824,formula_even,,,
3825,formula_divisible_by_3,,,
3826,formula_even,,,
3827,formula_3_mod_4,,,
3828,formula_even,,,
3829,general_key_d_3,3,4,8
3830,formula_even,,,
3831,formula_divisible_by_3,,,
3832,formula_even,,,
3833,general_key_d_7,7,4,24
3834,formula_even,,,
3835,formula_3_mod_4,,,
3836,formula_even,,,
3837,formula_divisible_by_3,,,
3838,formula_even,,,
3839,formula_3_mod_4,,,
3840,formula_even,,,
3841,general_key_d_23,23,8,84
3842,formula_even,,,
3843,formula_divisible_by_3,,,
3844,formula_even,,,
3845,general_key_d_3,3,4,8
3846,formula_even,,,
3847,formula_3_mod_4,,,
3848,formula_even,,,
3849,formula_divisible_by_3,,,
3850,formula_even,,,
3851,formula_3_mod_4,,,
3852,formula_even,,,
3853,general_key_d_3,3,4,8
3854,formula_even,,,
3855,formula_divisible_by_3,,,
3856,formula_even,,,
3857,general_key_d_7,7,4,24
3858,formula_even,,,
3859,formula_3_mod_4,,,
3860,formula_even,,,
3861,formula_divisible_by_3,,,
3862,formula_even,,,
3863,formula_3_mod_4,,,
3864,formula_even,,,
3865,general_key_d_3,3,2,10
3866,formula_even,,,
3867,formula_divisible_by_3,,,
3868,formula_even,,,
3869,general_key_d_3,3,4,8
3870,formula_even,,,
3871,formula_3_mod_4,,,
3872,formula_even,,,
3873,formula_divisible_by_3,,,
3874,formula_even,,,
3875,formula_3_mod_4,,,
3876,formula_even,,,
3877,general_key_d_3,3,4,8
3878,formula_even,,,
3879,formula_divisible_by_3,,,
3880,formula_even,,,
3881,general_key_d_7,7,4,24
3882,formula_even,,,
3883,formula_3_mod_4,,,
3884,formula_even,,,
3885,formula_divisible_by_3,,,
3886,formula_even,,,
3887,formula_3_mod_4,,,
3888,formula_even,,,
3889,uncovered,,,
3890,formula_even,,,
3891,formula_divisible_by_3,,,
3892,formula_even,,,
3893,general_key_d_3,3,4,8
3894,formula_even,,,
3895,formula_3_mod_4,,,
3896,formula_even,,,
3897,formula_divisible_by_3,,,
3898,formula_even,,,
3899,formula_3_mod_4,,,
3900,formula_even,,,
3901,general_key_d_3,3,4,8
3902,formula_even,,,
3903,formula_divisible_by_3,,,
3904,formula_even,,,
3905,general_key_d_7,7,4,24
3906,formula_even,,,
3907,formula_3_mod_4,,,
3908,formula_even,,,
3909,formula_divisible_by_3,,,
3910,formula_even,,,
3911,formula_3_mod_4,,,
3912,formula_even,,,
3913,general_key_d_7,7,8,20
3914,formula_even,,,
3915,formula_divisible_by_3,,,
3916,formula_even,,,
3917,general_key_d_3,3,4,8
3918,formula_even,,,
3919,formula_3_mod_4,,,
3920,formula_even,,,
3921,formula_divisible_by_3,,,
3922,formula_even,,,
3923,formula_3_mod_4,,,
3924,formula_even,,,
3925,general_key_d_3,3,4,8
3926,formula_even,,,
3927,formula_divisible_by_3,,,
3928,formula_even,,,
3929,general_key_d_7,7,4,24
3930,formula_even,,,
3931,formula_3_mod_4,,,
3932,formula_even,,,
3933,formula_divisible_by_3,,,
3934,formula_even,,,
3935,formula_3_mod_4,,,
3936,formula_even,,,
3937,general_key_d_3,3,2,10
3938,formula_even,,,
3939,formula_divisible_by_3,,,
3940,formula_even,,,
3941,general_key_d_3,3,4,8
3942,formula_even,,,
3943,formula_3_mod_4,,,
3944,formula_even,,,
3945,formula_divisible_by_3,,,
3946,formula_even,,,
3947,formula_3_mod_4,,,
3948,formula_even,,,
3949,general_key_d_3,3,4,8
3950,formula_even,,,
3951,formula_divisible_by_3,,,
3952,formula_even,,,
3953,general_key_d_7,7,4,24
3954,formula_even,,,
3955,formula_3_mod_4,,,
3956,formula_even,,,
3957,formula_divisible_by_3,,,
3958,formula_even,,,
3959,formula_3_mod_4,,,
3960,formula_even,,,
3961,general_key_d_15,15,4,56
3962,formula_even,,,
3963,formula_divisible_by_3,,,
3964,formula_even,,,
3965,general_key_d_3,3,4,8
3966,formula_even,,,
3967,formula_3_mod_4,,,
3968,formula_even,,,
3969,formula_divisible_by_3,,,
3970,formula_even,,,
3971,formula_3_mod_4,,,
3972,formula_even,,,
3973,general_key_d_3,3,4,8
3974,formula_even,,,
3975,formula_divisible_by_3,,,
3976,formula_even,,,
3977,general_key_d_7,7,4,24
3978,formula_even,,,
3979,formula_3_mod_4,,,
3980,formula_even,,,
3981,formula_divisible_by_3,,,
3982,formula_even,,,
3983,formula_3_mod_4,,,
3984,formula_even,,,
3985,general_key_d_3,3,2,10
3986,formula_even,,,
3987,formula_divisible_by_3,,,
3988,formula_even,,,
3989,general_key_d_3,3,4,8
3990,formula_even,,,
3991,formula_3_mod_4,,,
3992,formula_even,,,
3993,formula_divisible_by_3,,,
3994,formula_even,,,
3995,formula_3_mod_4,,,
3996,formula_even,,,
3997,general_key_d_3,3,4,8
3998,formula_even,,,
3999,formula_divisible_by_3,,,
4000,formula_even,,,
4001,general_key_d_7,7,4,24
4002,formula_even,,,
4003,formula_3_mod_4,,,
4004,formula_even,,,
4005,formula_divisible_by_3,,,
4006,formula_even,,,
4007,formula_3_mod_4,,,
4008,formula_even,,,
4009,general_key_d_23,23,8,84
4010,formula_even,,,
4011,formula_divisible_by_3,,,
4012,formula_even,,,
4013,general_key_d_3,3,4,8
4014,formula_even,,,
4015,formula_3_mod_4,,,
4016,formula_even,,,
4017,formula_divisible_by_3,,,
4018,formula_even,,,
4019,formula_3_mod_4,,,
4020,formula_even,,,
4021,general_key_d_3,3,4,8
4022,formula_even,,,
4023,formula_divisible_by_3,,,
4024,formula_even,,,
4025,general_key_d_7,7,4,24
4026,formula_even,,,
4027,formula_3_mod_4,,,
4028,formula_even,,,
4029,formula_divisible_by_3,,,
4030,formula_even,,,
4031,formula_3_mod_4,,,
4032,formula_even,,,
4033,general_key_d_7,7,8,20
4034,formula_even,,,
4035,formula_divisible_by_3,,,
4036,formula_even,,,
4037,general_key_d_3,3,4,8
4038,formula_even,,,
4039,formula_3_mod_4,,,
4040,formula_even,,,
4041,formula_divisible_by_3,,,
4042,formula_even,,,
4043,formula_3_mod_4,,,
4044,formula_even,,,
4045,general_key_d_3,3,4,8
4046,formula_even,,,
4047,formula_divisible_by_3,,,
4048,formula_even,,,
4049,general_key_d_7,7,4,24
4050,formula_even,,,
4051,formula_3_mod_4,,,
4052,formula_even,,,
4053,formula_divisible_by_3,,,
4054,formula_even,,,
4055,formula_3_mod_4,,,
4056,formula_even,,,
4057,general_key_d_3,3,2,10
4058,formula_even,,,
4059,formula_divisible_by_3,,,
4060,formula_even,,,
4061,general_key_d_3,3,4,8
4062,formula_even,,,
4063,formula_3_mod_4,,,
4064,formula_even,,,
4065,formula_divisible_by_3,,,
4066,formula_even,,,
4067,formula_3_mod_4,,,
4068,formula_even,,,
4069,general_key_d_3,3,4,8
4070,formula_even,,,
4071,formula_divisible_by_3,,,
4072,formula_even,,,
4073,general_key_d_7,7,4,24
4074,formula_even,,,
4075,formula_3_mod_4,,,
4076,formula_even,,,
4077,formula_divisible_by_3,,,
4078,formula_even,,,
4079,formula_3_mod_4,,,
4080,formula_even,,,
4081,general_key_d_11,11,2,42
4082,formula_even,,,
4083,formula_divisible_by_3,,,
4084,formula_even,,,
4085,general_key_d_3,3,4,8
4086,formula_even,,,
4087,formula_3_mod_4,,,
4088,formula_even,,,
4089,formula_divisible_by_3,,,
4090,formula_even,,,
4091,formula_3_mod_4,,,
4092,formula_even,,,
4093,general_key_d_3,3,4,8
4094,formula_even,,,
4095,formula_divisible_by_3,,,
4096,formula_even,,,
4097,general_key_d_7,7,4,24
4098,formula_even,,,
4099,formula_3_mod_4,,,
4100,formula_even,,,
4101,formula_divisible_by_3,,,
4102,formula_even,,,
4103,formula_3_mod_4,,,
4104,formula_even,,,
4105,general_key_d_3,3,2,10
4106,formula_even,,,
4107,formula_divisible_by_3,,,
4108,formula_even,,,
4109,general_key_d_3,3,4,8
4110,formula_even,,,
4111,formula_3_mod_4,,,
4112,formula_even,,,
4113,formula_divisible_by_3,,,
4114,formula_even,,,
4115,formula_3_mod_4,,,
4116,formula_even,,,
4117,general_key_d_3,3,4,8
4118,formula_even,,,
4119,formula_divisible_by_3,,,
4120,formula_even,,,
4121,general_key_d_7,7,4,24
4122,formula_even,,,
4123,formula_3_mod_4,,,
4124,formula_even,,,
4125,formula_divisible_by_3,,,
4126,formula_even,,,
4127,formula_3_mod_4,,,
