focus_r,base_modulus,base_residue,sample_n,d,a,b,x,y,z,verified,rule_modulus,rule_prime_factors,sample_satisfies_visible_conditions,source,why_not_closed_earlier
841,821369749200,256338002761,256338002761,27,46,62,64084500697,1428460253617816732558,1059825349458380156414,True,2852,2;23;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,821369749200,401285605561,401285605561,47,17,171,100321401402,9472361014665817505064,941696709060344430328,True,11628,2;3;17;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,821369749200,544707444121,544707444121,31,2,122,136176861038,148353099848859134115196,2432018030309166133036,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,821369749200,687112106521,687112106521,47,4,184,171778026642,118030761740005079932482,2565886124782719128967,True,184,2;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,7129963681,7129963681,71,8,276,1782490938,6354547824825811389,184189792023936562,True,552,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,89012644561,89012644561,31,62,62,22253161148,127794369266166368776,127794369266166368776,True,124,2;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,170386737361,170386737361,11,6,38,42596684343,4838606711733441225882,763990533431595983034,True,228,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,251252242081,251252242081,159,16,620,62813060560,3945480574417408356340,101818853533352473712,True,2480,2;5;31,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,458237860080,337203627601,337203627601,11,6,38,84300906903,18951047745163854819802,2992270696604819182074,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,420103484641,420103484641,31,62,62,105025871168,2846563513234421466496,2846563513234421466496,True,124,2;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,222252990960,80875595641,80875595641,63,4,248,20218898926,1635215493845425181566,26374443449119760993,True,248,2;31,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,666758972880,99184766521,99184766521,23,9,83,24796191636,1093068656900725785936,118525517013331711728,True,2988,2;3;83,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,865616912160,89013125041,89013125041,39,4,152,22253281270,1980834108259053282070,52127213375238244265,True,152,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,865616912160,192765093361,192765093361,47,36,152,48191273352,1032177256320416824008,244463034391677668844,True,1368,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,865616912160,295499885521,295499885521,11,3,41,73874971383,29106727448724868060724,2129760545028648882492,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,865616912160,402303382321,402303382321,11,6,38,100575845583,26974668571890338758762,4259158195561632435594,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,865616912160,507072526801,507072526801,95,4,376,126768131724,64280636871130688334924,683836562458837109946,True,376,2;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,865616912160,611333083201,611333083201,27,2,106,152833270807,186864069316273390826414,3525737156910818694838,True,212,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,865616912160,709999170721,709999170721,39,55,101,177499792690,9165433135494503114872,4991077450021759121960,True,22220,2;5;11;101,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,865616912160,819345607921,819345607921,143,59,513,204836402016,11378427548077957286016,1308630068882260194688,True,121068,2;3;19;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,354485891760,65618433721,65618433721,23,16,76,16404608436,269111177844155867589,56654984809295972124,True,304,2;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,354485891760,191239689481,191239689481,23,16,76,47809922376,2285788677324238431714,481218668910365985624,True,304,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,354485891760,321438237961,321438237961,39,4,152,80359559500,25830635209002138179500,679753558131635215250,True,152,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,56972556481,56972556481,59,90,146,14243139135,36065246614912399286,22232001337959698190,True,13140,2;3;5;73,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,134277944641,134277944641,31,2,122,33569486168,9015283210587038451376,147791528042410466416,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,918001484400,211074744721,211074744721,47,4,184,52768686192,11138136967238957592432,242133412331281686792,True,184,2;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,288380132881,288380132881,23,23,69,72095033226,3615787002047650452888,1205262334015883484296,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,365176932961,365176932961,59,17,219,91294233255,7844364258138125133660,608923252914831631380,True,14892,2;3;17;73,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,442482321121,442482321121,23,24,68,110620580286,8157941854783535670101,2879273595805953765918,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,519787709281,519787709281,27,14,94,129946927327,19298518766687402977682,2874247475889613209442,True,1316,2;7;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,596584509361,596584509361,11,3,41,149146127343,118637692272022508743764,8680806751611403078812,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,673889897521,673889897521,31,62,62,168472474388,7324638612931523689816,7324638612931523689816,True,124,2;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,750686697601,750686697601,35,1,139,187671674409,563530517981369253571236,4054176388355174486124,True,556,2;139,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,918001484400,827992085761,827992085761,11,3,41,206998021443,228523631363986363964164,16721241319316075412012,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,904788885841,904788885841,35,2,138,226197221469,409321463986532870640858,5932195130239606820882,True,276,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,164273949840,128683595881,128683595881,231,152,772,32170899028,108943867622305465886,21450087925635273076,True,29336,2;19;193,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,42223742401,42223742401,23,23,69,10555935606,77514974926832666088,25838324975610888696,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,116986190161,116986190161,39,20,136,29246547550,684288434647405731110,100630652154030254575,True,680,2;5;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,188697109441,188697109441,215,24,836,47174277414,1483608297998275410929,42591625779854796486,True,5016,2;3;11;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,260916616801,260916616801,15,1,59,65229154204,68077480926793624725616,1153855608928705503824,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,335679064561,335679064561,11,6,38,83919766143,18780072398040079305482,2965274589164223048234,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,406881395761,406881395761,23,24,68,101720348946,6898019592740740869651,2434595150379085012818,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,479609491201,479609491201,47,4,184,119902372812,57506316018155935627212,1250137304742520339722,True,184,2;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,552846174721,552846174721,79,116,200,138211543700,2634818042649287131300,1528194464736586536154,True,5800,2;5;29,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,625574270161,625574270161,11,6,38,156393567543,65223861249058188656282,10298504407746029787834,True,228,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,809163635280,698302365601,698302365601,55,56,164,174575591414,8707610604327844610701,2973330450258288403654,True,2296,2;7;41,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,809163635280,770521872961,770521872961,11,6,38,192630468243,98950659453300527251682,15623788334731662197634,True,228,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,45275391001,45275391001,59,10,226,11318847765,204986103296467985106,9070181561790618810,True,2260,2;5;113,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,550800890640,141398538121,141398538121,23,23,69,35349634536,869284634174263329888,289761544724754443296,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,234978744841,234978744841,15,23,37,58744686214,2400652631764194142952,1492297581907472034808,True,3404,2;23;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,327541775401,327541775401,71,16,268,81885443868,6705225916005912172767,400311994985427592404,True,1072,2;67,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,422139158281,422139158281,23,6,86,105534789576,29700244827316728585904,2072110104231399668784,True,516,2;3;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,516736541161,516736541161,59,6,230,129184135305,44502775500253550526070,1160941969571831752854,True,1380,2;3;5;23,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,458237860080,52904332321,52904332321,19,2,74,13226083085,1399434189667993780570,37822545666702534610,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,137329953601,137329953601,95,12,368,34332488424,1571626347424929871608,51248685242117278422,True,1104,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,221246986801,221246986801,23,9,83,55311746706,5438914352623394323336,589761797272416251928,True,2988,2;3;83,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,305164020001,305164020001,79,5,311,76291005020,18625015825455737124016,299437553463918603280,True,6220,2;5;311,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,386538112801,386538112801,27,7,101,96634528207,21344530379742161301604,1479323887704902268428,True,2828,2;7;101,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,362623301040,13743290401,13743290401,119,20,456,3435822630,9443901634083514926,414206212021206795,True,2280,2;3;5;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,362623301040,128175608401,128175608401,15,1,59,32043902104,16428986590889135902816,278457399845578574624,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,362623301040,246168042961,246168042961,11,6,38,61542010743,10099784229659431686682,1594702773104120792634,True,228,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,725246602080,370263534481,370263534481,23,24,68,92565883626,5712295207286614051351,2016104190807040253418,True,408,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,479598559440,80877037081,80877037081,23,6,86,20219259276,1090182521476936808904,76059245684437451784,True,516,2;3;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,479598559440,181068888841,181068888841,39,4,152,45267222220,8196485628294025247020,215696990218263822290,True,152,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,479598559440,281260740601,281260740601,79,20,296,70315185170,3955380211282130417434,267255419681225028205,True,1480,2;5;37,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,479598559440,381961180441,381961180441,63,1,251,95490295126,145894343387945715322264,581252364095401256264,True,1004,2;251,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,164273949840,5097533281,5097533281,239,16,940,1274383380,1624052923075817445,27643454009801148,True,3760,2;5;47,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,164273949840,127667260561,127667260561,19,23,53,31916815145,708649105285910608060,307526970218414037460,True,4876,2;23;53,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,164273949840,65619634921,65619634921,159,1,635,16404908770,4305936497598844628680,6781002358423377368,True,2540,2;5;127,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,354485891760,17303887441,17303887441,11,1,43,4325971863,299424520761140290332,6963360947933495124,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,354485891760,114952798801,114952798801,31,2,122,28738199708,6607072977873361900216,108312671768415768856,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,354485891760,210567357841,210567357841,23,3,89,52641839466,14779537397660931137208,498186653853739251816,True,1068,2;3;89,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,354485891760,302621800321,302621800321,39,1,155,75655450090,91579954041325445915560,590838413169841586552,True,620,2;5;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,222252990960,65619995281,65619995281,35,3,137,16404998829,1435327927658387367932,31430538561862497108,True,1644,2;3;137,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,222252990960,213619126561,213619126561,47,2,186,53404781652,22816565621362317317544,245339415283465777608,True,372,2;3;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,47819532601,47819532601,51,38,166,11954883163,60176518437286789154,13775347594077698722,True,6308,2;19;83,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,131227977721,131227977721,91,2,362,32806994453,8610391074342509163226,47571221405207232946,True,724,2;181,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,215653599001,215653599001,71,36,248,53913399768,1291846521594319825752,187526107973369006964,True,2232,2;3;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,297536279881,297536279881,23,24,68,74384069976,3688659910511170825476,1301879968415707350168,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,382470489241,382470489241,11,17,27,95617622313,8604922067321004243396,5417913894239150819916,True,1836,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,466896110521,466896110521,79,20,296,116724027650,10899598902826131981130,736459385326089998725,True,1480,2;5;37,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,918001484400,548270203321,548270203321,19,5,71,137067550835,60120043172013562658428,4233805857184053708340,True,1420,2;5;71,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,634221588841,634221588841,159,10,626,158555397250,40223702385284368834900,642551156314446786500,True,6260,2;5;313,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,718138622041,718138622041,11,1,43,179534655513,515723080474845775848132,11993560011042925019724,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,801547067161,801547067161,263,4,1048,200386766856,160619425271301880815816,613051241493518629068,True,1048,2;131,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,884955512281,884955512281,71,8,276,221238878088,97893282347419872899364,2837486444852749939112,True,552,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,492821849520,77317761361,77317761361,39,46,110,19329440350,129957309236781244900,54345783862653975140,True,5060,2;5;11;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,492821849520,207007721761,207007721761,55,8,212,51751930454,5356524610008127204747,202133004151250083198,True,424,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,492821849520,333137565601,333137565601,31,32,92,83284391408,3468144925777745094526,1206311278531389598096,True,736,2;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,492821849520,460284585601,460284585601,23,23,69,115071146406,9211386945759601826088,3070462315253200608696,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,942413712240,69180472201,69180472201,59,6,230,17295118065,797656289672496940710,20808424947978181062,True,1380,2;3;5;23,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,942413712240,165812207401,165812207401,167,24,644,41453051892,1145570339620119908782,42692062346091425172,True,3864,2;3;7;23,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,942413712240,259392414121,259392414121,11,1,43,64848103533,67284424506373676757972,1564754058287759924604,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,942413712240,351446856601,351446856601,11,6,38,87861714153,20585815503098295449302,3250391921541836123574,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,942413712240,442992711001,442992711001,19,2,74,110748177755,98121271004216183965510,2651926243357194161230,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,942413712240,537590093881,537590093881,11,6,38,134397523473,48167184840815980779142,7605344974865681175654,True,228,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,942413712240,632696064841,632696064841,39,1,155,158174016220,400304310489962022884080,2582608454773948534736,True,620,2;5;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,942413712240,731870740441,731870740441,23,16,76,182967685116,33477173795655663744039,7047826062243297630324,True,304,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,942413712240,829011063721,829011063721,87,92,256,207252765952,7470210259173346575104,2684606811890421425428,True,5888,2;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,942413712240,922082682361,922082682361,11,3,41,230520670593,283412157706733243346764,20737474954151212927812,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,183600296880,66129063841,66129063841,167,1,667,16532266002,4373053095530607334728,6556301492549636184,True,2668,2;23;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,183600296880,150046097041,150046097041,39,1,155,37511524270,22513831243088986740280,145250524148961204776,True,620,2;5;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,164273949840,40699779961,40699779961,15,1,59,10174944994,1656472089484313860936,28075798126852777304,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,492821849520,312285814681,312285814681,87,16,332,78071453692,6095151879884046313063,293742259271520304244,True,1328,2;83,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,86981415361,86981415361,47,36,152,21745353852,210160183952525924508,49774780409808771594,True,1368,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,171407036641,171407036641,47,2,186,42851759172,14690186109052623642504,157958990419920684328,True,372,2;3;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,259901362561,259901362561,71,3,281,64975340658,22516239426505789740184,240386897791876758792,True,3372,2;3;281,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,510113844240,347378512321,347378512321,63,4,248,86844628096,30167957711058998770816,486579963081596754368,True,248,2;31,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,510113844240,433838485921,433838485921,27,14,94,108459621487,13443987991281382452722,2002296083807865471682,True,1316,2;7;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,8150383081,8150383081,95,4,376,2037595794,16607186285334361314,176672194524833631,True,376,2;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,94610356681,94610356681,167,24,644,23652589212,372963316962748787562,13899254048301197052,True,3864,2;3;7;23,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,367200593760,182087506441,182087506441,23,24,68,45521876616,1381494166920384547276,487586176560135722568,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,268547480041,268547480041,23,9,83,67136870016,8013083226949765044736,868888542681299824128,True,2988,2;3;83,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,367200593760,356024629801,356024629801,27,14,94,89006157457,9053824073896554450302,1348441883346295343662,True,1316,2;7;47,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,164273949840,107325178801,107325178801,63,4,248,26831294716,2879673502857026515516,46446346820274621218,True,248,2;31,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,454169155440,27985558441,27985558441,15,1,59,6996389614,783191481674409727096,13274431892786605544,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,454169155440,131737526761,131737526761,59,45,191,32934381705,385661688108393449556,90862701386794268220,True,34380,2;3;5;191,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,454169155440,241083963961,241083963961,27,2,106,60270990997,29060738842829006918234,548315827223188809778,True,212,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,454169155440,347378872681,347378872681,23,23,69,86844718176,5246612225787483573888,1748870741929161191296,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,454169155440,453165193321,453165193321,39,20,136,113291298340,10267934622766637277428,1509990385700976070210,True,680,2;5;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,802043402160,69690141361,69690141361,39,55,101,17422535350,88303923738801426280,48086295105287905400,True,22220,2;5;11;101,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,802043402160,153607174561,153607174561,23,23,69,38401793646,1025876699136803937288,341958899712267979096,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,802043402160,233964091201,233964091201,95,146,234,58491022824,374925999957098864976,233928188007420659344,True,34164,2;3;13;73,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,802043402160,315338184001,315338184001,55,14,206,78834546014,7102726450456580892004,482709564594136565476,True,2884,2;7;103,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,802043402160,398238041041,398238041041,91,2,362,99559510283,79296768684206431049206,438103694387880834526,True,724,2;181,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,802043402160,481646486161,481646486161,35,18,122,120411621549,12887963202671999529642,1901502767607344192898,True,2196,2;3;61,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,802043402160,561494814721,561494814721,11,1,43,140373703683,315276426964746561269772,7332009929412710727204,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,802043402160,644394671761,644394671761,95,52,328,161098667964,7985471020292008166508,1265989308095074465422,True,4264,2;13;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,802043402160,726277352641,726277352641,11,3,41,181569338163,175826264322402840184644,12865336413834354159852,True,492,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,5099575321,5099575321,35,18,122,1274893839,1444759368502077182,213161218303585158,True,2196,2;3;61,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,78336258841,78336258841,35,51,89,19584064719,120324891214625876916,68950218561190109244,True,18156,2;3;17;89,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,150047178121,150047178121,207,116,712,37511794582,194087549078748853118,31621005186987172699,True,20648,2;29;89,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,223283861641,223283861641,27,34,74,55820965417,1466343613980761631682,673725444261431019962,True,2516,2;17;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,297537721321,297537721321,51,62,142,74384430343,1427882187484959383426,623441518479348463186,True,8804,2;31;71,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,371282992921,371282992921,23,6,86,92820748236,22975176806819140824904,1602919312103660987784,True,516,2;3;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,444011088361,444011088361,31,2,122,111002772098,98572923300642046702756,1615949562305607322996,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,835610215440,518773536121,518773536121,23,9,83,129693384036,29902886865713142561936,3242481708330340759728,True,2988,2;3;83,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,591501631561,591501631561,11,6,38,147875407893,58312363357638584873982,9207215266995566032734,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,667789843561,667789843561,59,30,206,166947460905,14864775840087481797694,2164773180595264339470,True,6180,2;3;5;103,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,835610215440,740517939001,740517939001,35,2,138,185129484759,274183409004103442371518,3973672594262368730022,True,276,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,835610215440,814263210601,814263210601,23,23,69,203565802656,28827155485085936201088,9609051828361978733696,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,549783714480,79353795361,79353795361,71,1,283,19838448858,6297024843829584590952,22250971179609839544,True,1132,2;283,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,549783714480,185648704081,185648704081,27,7,101,46412176027,4923634475995317294964,341241993385814069948,True,2828,2;7;101,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,549783714480,303132550561,303132550561,55,14,206,75783137654,6563524516163536549684,446064772943152969396,True,2884,2;7;103,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,549783714480,417056280481,417056280481,11,1,43,104264070123,173935941093234160676652,4045021885889166527364,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
